,Seed query,Entry,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Topological domain,Transmembrane,Subcellular location [CC],Intramembrane
0,"(gene:""FMO3"")",P31513,FMO3_HUMAN,Flavin-containing monooxygenase 3 (EC 1.14.13.148) (EC 1.14.13.32) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 3) (Dimethylaniline oxidase 3) (FMO II) (FMO form 2) (Hepatic flavin-containing monooxygenase 3) (FMO 3) (Trimethylamine monooxygenase),FMO3,Homo sapiens (Human),532,taurine biosynthetic process [GO:0042412],endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],"endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; albendazole monooxygenase activity [GO:0047638]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; trimethylamine monooxygenase activity [GO:0034899]; taurine biosynthetic process [GO:0042412]","albendazole monooxygenase activity [GO:0047638]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; trimethylamine monooxygenase activity [GO:0034899]",,"TRANSMEM 510..530; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:P32417}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P32417}; Single-pass membrane protein {ECO:0000255}.,
1,,A0A024R8Z4,A0A024R8Z4_HUMAN,Flavin-containing monooxygenase 3 (EC 1.14.13.148) (EC 1.14.13.32) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 3) (Trimethylamine monooxygenase),FMO3,Homo sapiens (Human),532,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Microsome membrane {ECO:0000256|ARBA:ARBA00004111}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004111}.,
2,,V9GZ60,V9GZ60_HUMAN,Flavin-containing monooxygenase 3 (EC 1.14.13.148) (EC 1.14.13.32) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 3) (Trimethylamine monooxygenase),FMO3,Homo sapiens (Human),218,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Microsome membrane {ECO:0000256|ARBA:ARBA00004111}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004111}.,
3,,A0A0S2Z3R0,A0A0S2Z3R0_HUMAN,Flavin-containing monooxygenase (EC 1.-.-.-),FMO3,Homo sapiens (Human),56,,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],"endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,,
4,,V9GYP3,V9GYP3_HUMAN,Flavin-containing monooxygenase (EC 1.-.-.-),FMO3,Homo sapiens (Human),48,,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],"endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,,
0,"(gene:""ALDH1L2"")",Q3SY69,AL1L2_HUMAN,Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2),ALDH1L2,Homo sapiens (Human),923,10-formyltetrahydrofolate catabolic process [GO:0009258]; biosynthetic process [GO:0009058]; fatty acid beta-oxidation [GO:0006635]; folic acid metabolic process [GO:0046655]; NADPH regeneration [GO:0006740]; one-carbon metabolic process [GO:0006730],extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; formyltetrahydrofolate dehydrogenase activity [GO:0016155]; 10-formyltetrahydrofolate catabolic process [GO:0009258]; biosynthetic process [GO:0009058]; fatty acid beta-oxidation [GO:0006635]; folic acid metabolic process [GO:0046655]; NADPH regeneration [GO:0006740]; one-carbon metabolic process [GO:0006730],aldehyde dehydrogenase (NAD+) activity [GO:0004029]; formyltetrahydrofolate dehydrogenase activity [GO:0016155],,,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20498374}.,
1,,A0A494C1M4,A0A494C1M4_HUMAN,10-formyltetrahydrofolate dehydrogenase (EC 1.5.1.6),ALDH1L2,Homo sapiens (Human),932,10-formyltetrahydrofolate catabolic process [GO:0009258]; biosynthetic process [GO:0009058]; one-carbon metabolic process [GO:0006730],mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; formyltetrahydrofolate dehydrogenase activity [GO:0016155]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; 10-formyltetrahydrofolate catabolic process [GO:0009258]; biosynthetic process [GO:0009058]; one-carbon metabolic process [GO:0006730]","formyltetrahydrofolate dehydrogenase activity [GO:0016155]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",,,,
2,,H0YHN9,H0YHN9_HUMAN,Aldehyde dehydrogenase 1 family member L2,ALDH1L2,Homo sapiens (Human),92,,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",,,,
0,"(gene:""FMO4"")",P31512,FMO4_HUMAN,Dimethylaniline monooxygenase [N-oxide-forming] 4 (EC 1.14.13.8) (Dimethylaniline oxidase 4) (Hepatic flavin-containing monooxygenase 4) (FMO 4),FMO4 FMO2,Homo sapiens (Human),558,energy homeostasis [GO:0097009]; negative regulation of fatty acid oxidation [GO:0046322]; xenobiotic catabolic process [GO:0042178],endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; energy homeostasis [GO:0097009]; negative regulation of fatty acid oxidation [GO:0046322]; xenobiotic catabolic process [GO:0042178]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,"TRANSMEM 517..537; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:Q8K4B7}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8K4B7}; Single-pass membrane protein {ECO:0000255}.,
0,"(gene:""ALDH2"")",P05091,ALDH2_HUMAN,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)",ALDH2 ALDM,Homo sapiens (Human),517,alcohol metabolic process [GO:0006066]; aldehyde catabolic process [GO:0046185]; carbohydrate metabolic process [GO:0005975]; ethanol catabolic process [GO:0006068]; regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627],extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; carboxylesterase activity [GO:0106435]; electron transfer activity [GO:0009055]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; NAD binding [GO:0051287]; nitroglycerin reductase activity [GO:0018547]; phenylacetaldehyde dehydrogenase activity [GO:0008957]; alcohol metabolic process [GO:0006066]; aldehyde catabolic process [GO:0046185]; carbohydrate metabolic process [GO:0005975]; ethanol catabolic process [GO:0006068]; regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627],aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; carboxylesterase activity [GO:0106435]; electron transfer activity [GO:0009055]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; NAD binding [GO:0051287]; nitroglycerin reductase activity [GO:0018547]; phenylacetaldehyde dehydrogenase activity [GO:0008957],,,SUBCELLULAR LOCATION: Mitochondrion matrix.,
1,,A0A384NPN7,A0A384NPN7_HUMAN,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2)",ALDH2 hCG_2039620,Homo sapiens (Human),517,regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627],mitochondrial matrix [GO:0005759],mitochondrial matrix [GO:0005759]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627],aldehyde dehydrogenase (NAD+) activity [GO:0004029],,,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.,
2,,B4YAH7,B4YAH7_HUMAN,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2)",ALDH2,Homo sapiens (Human),247,,mitochondrial matrix [GO:0005759],mitochondrial matrix [GO:0005759]; aldehyde dehydrogenase (NAD+) activity [GO:0004029],aldehyde dehydrogenase (NAD+) activity [GO:0004029],,,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.,
3,,S4R3S4,S4R3S4_HUMAN,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2)",ALDH2,Homo sapiens (Human),117,,mitochondrial matrix [GO:0005759],"mitochondrial matrix [GO:0005759]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",,,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.,
4,,B0LUF9,B0LUF9_HUMAN,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH2,Homo sapiens (Human),35,,,aldehyde dehydrogenase (NAD+) activity [GO:0004029],aldehyde dehydrogenase (NAD+) activity [GO:0004029],,,,
5,,B0LUG0,B0LUG0_HUMAN,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH2,Homo sapiens (Human),35,,,aldehyde dehydrogenase (NAD+) activity [GO:0004029],aldehyde dehydrogenase (NAD+) activity [GO:0004029],,,,
6,,B0LUG2,B0LUG2_HUMAN,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH2,Homo sapiens (Human),35,,,aldehyde dehydrogenase (NAD+) activity [GO:0004029],aldehyde dehydrogenase (NAD+) activity [GO:0004029],,,,
7,,F8VSB0,F8VSB0_HUMAN,Aldehyde dehydrogenase 2 family member,ALDH2,Homo sapiens (Human),79,,,,,,,,
8,,Q9UN17,Q9UN17_HUMAN,aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3),ALDH2,Homo sapiens (Human),38,,,aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878],aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878],,,,
0,"(gene:""FMO5"")",P49326,FMO5_HUMAN,Flavin-containing monooxygenase 5 (FMO 5) (Baeyer-Villiger monooxygenase 1) (hBVMO1) (EC 1.14.13.-) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (NADPH oxidase) (EC 1.6.3.1),FMO5,Homo sapiens (Human),533,lipid metabolic process [GO:0006629]; NADPH oxidation [GO:0070995]; regulation of cholesterol metabolic process [GO:0090181]; xenobiotic metabolic process [GO:0006805],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789],"cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; aldehyde oxidase activity [GO:0004031]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; NADPH oxidase H202-forming activity [GO:0106294]; lipid metabolic process [GO:0006629]; NADPH oxidation [GO:0070995]; regulation of cholesterol metabolic process [GO:0090181]; xenobiotic metabolic process [GO:0006805]","aldehyde oxidase activity [GO:0004031]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; NADPH oxidase H202-forming activity [GO:0106294]",,"TRANSMEM 513..533; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305|PubMed:20947616}. Endoplasmic reticulum membrane.,
1,,E9PJF3,E9PJF3_HUMAN,Flavin-containing monooxygenase (EC 1.-.-.-),FMO5,Homo sapiens (Human),278,lipid metabolic process [GO:0006629],endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; NADPH oxidase H202-forming activity [GO:0106294]; lipid metabolic process [GO:0006629]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; NADPH oxidase H202-forming activity [GO:0106294]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Membrane {ECO:0000256|ARBA:ARBA00004370}. Microsome membrane {ECO:0000256|ARBA:ARBA00004524}.,
2,,Q9HA79,Q9HA79_HUMAN,Flavin-containing monooxygenase (EC 1.-.-.-),FMO5 hCG_1981889,Homo sapiens (Human),286,lipid metabolic process [GO:0006629],endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NAD(P)H oxidase H2O2-forming activity [GO:0016174]; NADP binding [GO:0050661]; lipid metabolic process [GO:0006629]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NAD(P)H oxidase H2O2-forming activity [GO:0016174]; NADP binding [GO:0050661]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Membrane {ECO:0000256|ARBA:ARBA00004370}. Microsome membrane {ECO:0000256|ARBA:ARBA00004524}.,
3,,E9PP51,E9PP51_HUMAN,Flavin containing dimethylaniline monoxygenase 5,FMO5,Homo sapiens (Human),192,,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],"endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,,
4,,E9PQ84,E9PQ84_HUMAN,Flavin containing dimethylaniline monoxygenase 5,FMO5,Homo sapiens (Human),145,,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],"endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","flavin adenine dinucleotide binding [GO:0050660]; hypotaurine dehydrogenase activity [GO:0047822]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]",,,,
0,"(gene:""ALDH3A1"")",P30838,AL3A1_HUMAN,"Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)",ALDH3A1 ALDH3,Homo sapiens (Human),453,cellular aldehyde metabolic process [GO:0006081]; lipid metabolic process [GO:0006629]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; 3-chloroallyl aldehyde dehydrogenase activity [GO:0004028]; alcohol dehydrogenase (NADP+) activity [GO:0008106]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; benzaldehyde dehydrogenase (NAD+) activity [GO:0018479]; cellular aldehyde metabolic process [GO:0006081]; lipid metabolic process [GO:0006629]; xenobiotic metabolic process [GO:0006805],3-chloroallyl aldehyde dehydrogenase activity [GO:0004028]; alcohol dehydrogenase (NADP+) activity [GO:0008106]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; benzaldehyde dehydrogenase (NAD+) activity [GO:0018479],,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P47739}.,
1,,A8MYB8,A8MYB8_HUMAN,"Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (Aldehyde dehydrogenase family 3 member A1)",ALDH3A1,Homo sapiens (Human),389,cellular aldehyde metabolic process [GO:0006081],cytosol [GO:0005829]; plasma membrane [GO:0005886],"cytosol [GO:0005829]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; cellular aldehyde metabolic process [GO:0006081]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,
